date,docx,headline,outlet,topic,url
5/5/14,In the News 5-5,In These Hills,Creative.Clemson.edu,An ILEP teacher from Uganda is featured; discusses his exchange experience at Clemson.,http://creative.clemson.edu/clemsonworld/2014/05/hills/
5/6/14,In the News 5-5,"If Mobile Phones Killed the Telecentre, What Next? IREX Tech Deep Dive - RSVP Now",Community.Telecentre.org,Reposting information about IREX’s upcoming Tech Deep Dive.,http://community.telecentre.org/profiles/blogs/if-mobile-phones-killed-the-telecentre-what-next-irex-tech-deep-d
5/6/14,In the News 5-5,Emporia State Student Meets President Obama,Emporia.edu,"A Tunisia UGRAD student talks about her experience in the program, which included meeting President Obama.",http://www.emporia.edu/profiles/student/Ikbal/Hassine/emporia-state-student-meets-president-obama
5/6/14,In the News 5-5,"Students in Bucharest meet with experts from Microsoft, for career guidance (originally in Romanian)",B365.ro,Students in Bucharest attended a meeting with mentors from Microsoft Romania to learn about careers in tech; made possible through IREX Romania’s Libraries program.,http://www.b365.ro/elevii-din-bucure-ti-se-intalnesc-cu-exper-i-de-la-microsoft-pentru-indrumare-in-cariera_207416.html
5/7/14,In the News 5-5,Scientists and industrialists have asked the governor to change the leadership SGTU (originally in Russian),Top.sarbc.ru,Scientists in Russia asked the government to change technology leadership positions w/in the govt; mentions IREX’s funding.,http://top.sarbc.ru/main/2014/05/07/153612.html
5/8/14,In the News 5-5,Champion for Global Engagement Receives 2014 IREX Founders' Award,PRNewswire.com,Press Release -- USGLC President Liz Schrayer received IREX’s 2014 Founder’s Day Award.,http://www.prnewswire.com/news-releases/champion-for-global-engagement-receives-2014-irex-founders-award-258510401.htmlhttp://www.prnewswire.com/news-releases/champion-for-global-engagement-receives-2014-irex-founders-award-258510401.html
5/8/14,In the News 5-5,Champion for Global Engagement Receives 2014 IREX Founders' Award,NewsChannel6Now.com,Same article as above.,http://www.newschannel6now.com/story/25467340/champion-for-global-engagement-receives-2014-irex-founders-award
5/8/14,In the News 5-5,Champion for Global Engagement Receives 2014 IREX Founders’ Award,DigitalJournal.com,Same article as above.,http://digitaljournal.com/pr/1905937
5/9/14,In the News 5-5,Ukrainian journalists visiting the Daily Press share their views on transportation and traffic in Hampton Roads,DailyPress.com,Details about three Ukrainian journalists’ visit to the US through the UMPP program.,"http://www.dailypress.com/news/traffic/street-smart-blog/dp-ukrainian-journalists-visiting-the-daily-press-share-their-views-on-transportation-and-traffic-in-ha-20140509,0,7894662.post"
5/10/14,In the News 5-5,Atta Ur Rehman - IREX - Global UGrad Pakistan 2012,Tune.pk,Video from a spring 2012 Global UGRAD Pakistan student about his exchange experience.,http://tune.pk/video/2862278/atta-ur-rehman-irex-global-ugrad-pakistan-2012
5/11/14,In the News 5-5,Sloya: Win the Good Shepherd on Sazayan Bethlehem (originally in Arabic),Maannews.net,"A youth basketball tournament was held in Jericho in the West Bank, made possible by IREX.",http://www.maannews.net/arb/ViewDetails.aspx?ID=696619
5/11/14,In the News 5-5,"Interview with Dr. Allen Kassof, President of IREX 1968-1992",Chasestoudenmire.us,Interview with a former IREX President; discusses his career and experience at IREX.,http://www.chasestoudenmire.us/allen-kassof/
6/16/2014,In the News 6-16,News Digest TV market: 1 - June 15,Pro IT (originally in Russian),Discusses the state of broadcast television in Russia; Cites and links to Media Sustainability Index (MSI) in Europe and Eurasia – 2014. ,http://proit.com.ua/article/progress/2014/06/16/153430.html
6/16/2014,In the News 6-16,MedMedia the EU project creates an advisory group media,EU Neighbourhood Info Centre (originally in French),Press release announcing the creation of an advisory group for MedMedia. Says MedMedia is implemented by a consortium led by IREX and others.,http://enpi-info.eu/medportal/news/latest/37678/Le-projet-MedMedia-de-l'UE-cr%C3%A9e-un-groupe-consultatif-des-m%C3%A9dias
6/17/2014,In the News 6-16,Legal Firms Look for Russians With Experience Working Abroad,The Moscow Times,"Relies heavily on quotes by William Partlett, a participant in the IREX Yegor Gaidar Fellowship Program, for article content.",http://www.themoscowtimes.com/business/article/legal-firms-look-for-russians-with-experience-working-abroad/502092.html
No Date,In the News 6-16,Media Literacy Project IREX Fellows Prossy Kawala and Sarah Free Download,Stafaband.info,Unknown; did not download,http://www.stafaband.info/download/mp3/lagu_media_literacy_project_irex_fellows_prossy_kawala_and_sarah/
No Date,In the News 6-16,Media development – IREX,Helpdesksurvival.com,"Company profile International Research Exchanges Board (IREX) is an global not-for-profit business delivering management and groundbreaking programmes to better the caliber of teaching, fortify autonomous media, and nurture pluralistic secular association creation. ETC….",http://helpdesksurvival.com/media-development-irex.html
6/3/14,In the News 6-2,My American lesson (originally in Ukrainian),Rivnepost.rv.ua,Story from a Ukrainian journalist about the UMPP exchange at the Daily Press in VA; includes opinions on US politics & lifestyle.,http://www.rivnepost.rv.ua/showarticle.php?art=040196
6/3/14,In the News 6-2,"The 2nd Somali Peace Festival - Film, Photo & Art",IndiGoGo.com,Crowdfunding campaign website for IREX Europe’s 2nd Somali Peace Festival. ,https://www.indiegogo.com/projects/the-2nd-somali-peace-festival-film-photo-art
6/4/14,In the News 6-2,"Talk by art historian Christina Kiaer ""The New Woman of Socialist Realism: Women Artists and Images of Women""",Rigasbirza.lv,Art historian Christina Kiaer will host a talk in Latvia about women artists and images of women in art; she previously received a postdoctoral research grant from IREX.,http://rigasbirza.lv/en/news/talk-art-historian-christina-kiaer-new-woman-socialist-realism-women-artists-and-images-women
6/5/14,In the News 6-2,Media and Technology for Community Development in Iraq,Iraqice.com,"The Iraq Institute for Continuing Education (IICE) is collaborating with IREX to provide workshops, which will help strengthen media & governance in the country, for media professionals.",http://iraqice.com/index.php?option=com_content&view=article&id=44:media-and-technology-for-community-development-in-iraq&catid=1:latest-news&Itemid=140
6/6/14,In the News 6-2,Ongoing projects and programs (originally in Romanian),Bjc.ro,List of externally funded IT projects and programs for a library in Romania; mentions IREX as a funder.,http://www.bjc.ro/new/index.php?proiecte-in-derulare/
6/23/2014,In the News 6-23,Leaders gather to promote affordable internet in Mozambique,BizCommunity,Representatives from IREX attended a gathering to develop policy recommendations that will drive down the cost of internet access in Mozambique.,http://www.bizcommunity.com/Article/146/16/115105.html
6/24/2014,In the News 6-23,Novatec upgrading the first 350 libraries in Moldova under the national,adevarul.ro adevărul.md (originally in Romanian),"About 350 public libraries in Moldova 1000 will be equipped with computers with Internet access, and about 800 librarians will be trained in IT in the program Novatec. List of institutions selected in the first round was made public today, [sponsored by] the national Ministry of Culture and IREX Moldova.",http://adevarul.ro/moldova/actualitate/novatecamodernizeaza-primele-350-biblioteci-moldova-cadrul-programului-national-1_53a95e800d133766a8db27ac/index.html
6/25/2014,In the News 6-23,"Appalachian receives $183,000 grant to train international science and English teachers",Appalachian State Universit,"Announcement that the university received $183,000 grant to support its participation in the TEA program. Says TEA is a competitive program administered by IREX and the State Department. Explains what the TEA fellows will learn, where they come from, and includes some of their soundbites.",http://www.news.appstate.edu/2014/06/25/teaching-excellence-and-achievement-grant/
6/26/2014,In the News 6-23,There's Something Wrong in Ukraine: How Their Government Is Censoring the Voice of the People,Huffington Post,Blog about the erosion of freedom of speech in Ukraine. Heralds IREX as an example of an organization working to expand legal support to challenge censorship laws and raise awareness of these problems.,http://www.huffingtonpost.com/valerie-hsieh/theres-something-wrong-in_b_5493917.html
6/26/2014,In the News 6-23,Merzlyakov: Endowment Chernoff or selling freedom of speech in the Komi,The New Chronicles (originally in Russian),"Unsure. I think the author is accusing people who accept Western money of being unpatriotic and labels IREX a funder, but the translation is really poor so it’s hard to understand.",http://novchronic.ru/17342.htm
6/26/2014,In the News 6-23,U.S. Department of State Brings 11 Secondary School Teachers to the Philippines as Part of the Teachers for Global Classrooms program,"Embassy of the United States Manila, Philippines","Eleven secondary school teachers from the United States of America will visit the Philippines June 24 -July 12, 2014 as part of the Teachers for Global Classrooms (TGC) program. Explains what TGC and IREX are.",http://manila.usembassy.gov/us-department-state-brings-11-secondary-school-teachers-philippines-part-teachers-global-classrooms-program.html
No date,In the News 6-23,"The International Research and Exchanges Board (The International Research and Exchange Board, IREX)",NT-Inform (originally in Russian),Company profile with list of programs and grant funds,http://www.rsci.ru/grants/fonds/97.php
6/28/2014,In the News 6-23,Time unique opportunities,http://rus.azattyk.org/ (originally in Russian),A blog by Meerim Ashakeeva about her desire to participate in GlobalUGRAD. She discusses her feelings and excitement leading up to the IREX interview and ultimate acceptance into the program and attendance at the Nazareth College of Rochester.,http://rus.azattyk.org/content/blog/25432125.html
No Date,In the News 6-23,Hip Hop Ukraine,Project Muse ,Book by Adriana N. Helbig. Thanks IREX 2007–2008 Individual Advanced Research Opportunities Program for partially funding her research,http://muse.jhu.edu/books/9780253012081
6/9/2014,In the News 6-9,Liberia: I believe in Liberia,All Africa,"Clayton Louis Ferrar will travel to Liberia to work with Stephen Lavalah, the 2013 project winner of the Continuing Community Partnership Grant by IREX",http://allafrica.com/stories/201406091660.html
6/11/2014,In the News 6-9,The freedom of speech in Somaliland is about to collapse,Somaliland Press,Says IREX funded law aimed at weakening press freedoms in Somaliland. IREX’s representative Hassan Hiis in Hargesia secured funding.,http://somalilandpress.com/the-freedom-of-speech-in-somaliland-is-about-to-collapse-52067
6/13/2014,In the News 6-9,Radio Holding Fortuna Will Become More Integrated with the Internet in 2014,The Financial,Radio holding Fortuna wants to launch a new internet radio channel. Mentions a survey conducted within the framework of IREX G-Media program.,http://finchannel.com/Main_News/Geo/131169_Radio_Holding_Fortuna_Will_Become_More_Integrated_with_the_Internet_in_2014/
6/13/14,In the News 6-9,Board of Directors,Inside Climate News,"Discusses Inside Climate News’s board of directors; mentions Simon K. C. Li, member of IREX executive board",https://insideclimatenews.org/content/board-directors
6/30/2014,In the News 7-1,"IREX Expands Work in Civil Society, Media, and Tech Innovation ",Noodls.com,IREX Press release ,http://www.noodls.com/view/E0EE742C429D8EB434A441B38822AE8625CA6469?3264xxx1404178997
6/30/2014,In the News 7-1,"New Website Promotes Human Rights, Transitional Justice in Syria ",Noodls.com,IREX Press release,http://www.noodls.com/view/513F3294DFE3645DB298038FAF19C6F9239151E6?6994xxx1404178997
